ligandId	chain	firstnum	proteinId
125	B	410	10508
5218	A	1401	10509
5218	D	2401	10509
5218	G	3401	10509
5218	J	4401	10509
125	A	420	10509
125	D	420	10509
125	G	420	10509
125	J	420	10509
5217	A	420	10510
5217	B	420	10510
12	B	430	10510
125	A	410	10510
125	B	410	10510
1312	A	420	10511
1312	B	420	10511
12	B	430	10511
125	A	410	10511
125	B	410	10511
1358	A	600	10512
1358	B	500	10512
125	A	371	10512
125	B	372	10512
125	A	371	10513
125	B	372	10513
4108	A	513	10515
4108	B	913	10515
4108	C	1413	10515
32	A	414	10516
32	B	914	10516
32	C	1414	10516
125	A	413	10516
125	B	913	10516
125	C	1413	10516
1312	A	414	10517
1312	B	914	10517
1312	C	1414	10517
125	A	413	10517
125	B	913	10517
125	C	1413	10517
92	A	1003	10518
92	A	1004	10518
92	A	1005	10518
92	B	1001	10518
92	B	1002	10518
92	B	1006	10518
10	B	2001	10518
5220	A	400	10518
5220	B	900	10518
92	A	1001	10519
179	B	900	10519
125	A	400	10519
125	B	401	10519
92	B	1001	10520
5217	A	502	10520
5217	B	501	10520
125	A	400	10520
125	B	400	10520
92	A	1001	10521
5221	A	1414	10521
5221	A	2414	10521
125	A	400	10521
125	B	401	10521
92	A	1003	10522
92	A	1006	10522
92	A	1007	10522
92	B	1001	10522
92	B	1002	10522
92	B	1004	10522
92	B	1005	10522
10	B	2001	10522
1154	B	3001	10522
2997	A	400	10522
2997	B	900	10522
123	A	410	10523
123	B	410	10523
123	C	410	10523
123	D	410	10523
2997	A	409	10523
2997	B	409	10523
2997	C	409	10523
2997	D	409	10523
121	A	408	10523
121	B	408	10523
121	C	408	10523
121	D	408	10523
125	A	400	10524
5222	A	1392	10525
10	A	1393	10525
10	A	1394	10525
10	A	1395	10525
10	A	1396	10525
10	A	1397	10525
10	A	1398	10525
125	A	1391	10525
321	A	601	10526
321	B	602	10526
393	B	801	10527
1517	A	701	10527
31	A	1384	10528
31	A	1385	10528
31	A	1386	10528
31	B	1384	10528
2794	A	470	10528
2794	B	470	10528
10	A	1388	10529
10	A	1389	10529
10	A	1390	10529
10	B	2393	10529
10	B	2394	10529
10	B	2395	10529
10	B	2396	10529
5223	A	1378	10529
5223	A	1382	10529
5223	B	2378	10529
5223	B	2383	10529
5223	B	2386	10529
5223	B	2391	10529
125	A	1377	10529
125	B	2377	10529
6	A	2392	10529
6	B	1387	10529
5	B	1361	10530
71	A	1362	10530
5	A	1361	10530
71	A	1363	10530
71	B	1362	10530
1741	A	414	10531
1741	B	414	10531
125	A	413	10531
125	B	413	10531
5225	A	414	10532
5225	B	414	10532
125	A	413	10532
125	B	413	10532
125	A	413	10533
125	B	413	10533
5226	B	414	10533
5227	B	414	10534
125	A	413	10534
125	B	413	10534
5228	A	414	10535
5228	B	414	10535
125	A	413	10535
125	B	413	10535
5229	A	414	10536
5229	B	414	10536
125	A	413	10536
125	B	413	10536
5230	B	414	10537
125	A	413	10537
125	B	413	10537
5231	B	414	10538
125	A	413	10538
125	B	413	10538
5185	B	414	10539
125	A	413	10539
125	B	413	10539
812	B	414	10540
125	A	413	10540
125	B	413	10540
5232	B	414	10541
125	A	413	10541
125	B	413	10541
71	A	501	10542
71	B	502	10542
125	B	530	10542
5233	B	531	10542
71	A	702	10543
71	B	701	10543
333	B	600	10544
71	A	501	10544
71	B	502	10544
125	A	430	10544
125	B	431	10544
224	B	502	10545
5236	A	501	10545
5236	B	501	10545
125	A	501	10546
125	B	502	10546
2424	A	600	10546
5237	A	451	10547
5237	B	451	10547
125	A	450	10547
125	B	450	10547
354	A	602	10548
354	A	603	10548
354	A	605	10548
354	B	601	10548
354	B	604	10548
2997	A	500	10548
2997	B	501	10548
5238	A	430	10549
5238	B	430	10549
5083	B	430	10550
10	A	458	10551
10	A	459	10551
10	B	458	10551
10	B	459	10551
2997	A	457	10551
2997	B	456	10551
10	A	424	10552
10	A	425	10552
10	A	426	10552
10	B	424	10552
10	B	425	10552
2426	A	423	10552
2426	B	423	10552
71	A	427	10552
71	B	426	10552
118	A	426	10553
10	A	427	10553
10	A	428	10553
10	A	429	10553
10	C	426	10553
10	C	427	10553
10	D	426	10553
10	B	1428	10554
100	A	1428	10554
6	B	503	10555
6	B	504	10555
5240	B	501	10555
6	B	502	10555
5240	A	501	10555
6	A	502	10555
10	A	429	10556
10	C	429	10556
10	D	427	10556
10	D	428	10556
10	D	429	10556
10	D	430	10556
5199	A	427	10556
5199	A	428	10556
5199	C	427	10556
5199	C	428	10556
2997	A	426	10556
2997	B	426	10556
2997	C	426	10556
2997	D	426	10556
71	C	1404	10558
125	D	1403	10558
125	B	1403	10558
12	B	1999	10558
71	B	1404	10558
125	A	1403	10558
125	C	1403	10558
10	A	434	10559
10	A	435	10559
10	A	436	10559
10	B	434	10559
10	B	435	10559
10	B	436	10559
5242	A	433	10559
5242	B	433	10559
6	A	437	10559
6	A	438	10559
6	B	437	10559
10	A	434	10560
10	A	436	10560
10	B	434	10560
10	B	436	10560
4108	A	433	10560
4108	B	433	10560
6	A	435	10560
6	B	435	10560
288	A	433	10561
125	A	500	10561
125	B	501	10561
10	A	436	10562
125	A	433	10562
125	B	433	10562
6	A	434	10562
6	A	435	10562
6	B	434	10562
6	B	435	10562
6	B	436	10562
10	A	435	10563
10	A	436	10563
10	A	437	10563
10	B	435	10563
10	B	436	10563
10	B	437	10563
5243	B	433	10563
125	A	433	10563
6	A	434	10563
6	B	434	10563
10	A	435	10564
10	A	436	10564
10	B	435	10564
5244	A	434	10564
5244	B	433	10564
6	A	433	10564
6	B	434	10564
6	B	436	10564
5242	A	434	10565
5242	B	433	10565
6	A	433	10565
6	B	434	10565
10	A	702	10566
10	A	703	10566
10	B	802	10566
10	B	803	10566
125	A	701	10566
125	B	801	10566
6	A	700	10566
6	B	800	10566
5201	A	413	10568
2997	A	357	10569
1744	A	400	10571
1744	A	405	10571
1744	C	400	10571
2997	A	401	10571
2997	B	401	10571
2997	C	401	10571
6	A	402	10571
6	A	403	10571
6	A	404	10571
6	B	402	10571
6	C	402	10571
6	C	403	10571
5247	D	511	10572
1240	A	1000	10573
131	B	1211	10574
10	A	1228	10574
12	B	1212	10574
12	B	1213	10574
1240	B	1640	10575
1240	C	2640	10575
12	B	1641	10575
12	B	1642	10575
12	C	2641	10575
12	C	2642	10575
72	C	901	10575
131	A	463	10576
5	A	461	10576
12	A	460	10576
71	A	462	10576
5248	A	459	10576
2615	A	459	10577
1240	A	461	10577
236	A	460	10577
470	A	299	10578
12	A	300	10578
6	A	301	10578
6	A	302	10578
5249	A	300	10579
6	A	301	10579
6	A	302	10579
5250	A	3	10580
121	A	1	10580
121	A	2	10580
131	A	1211	10581
131	B	1211	10581
12	A	1212	10581
12	A	1213	10581
12	B	1212	10581
12	B	1213	10581
5251	A	200	10582
131	A	301	10583
131	B	301	10583
70	A	261	10583
70	B	261	10583
70	B	262	10583
70	B	263	10583
100	A	402	10583
100	B	402	10583
12	A	401	10583
12	B	401	10583
1240	A	301	10584
1240	B	301	10584
70	A	261	10584
70	A	262	10584
70	B	261	10584
70	B	262	10584
100	A	402	10584
100	B	402	10584
12	A	401	10584
12	B	401	10584
1240	A	1102	10585
12	A	1001	10585
5252	A	1103	10585
5	A	251	10586
72	A	202	10586
5253	A	201	10586
391	A	252	10586
503	A	301	10587
72	A	401	10587
131	A	1101	10588
12	A	1102	10588
391	A	1103	10588
391	A	1104	10588
391	A	1105	10588
391	A	1106	10588
391	A	1107	10588
5	A	204	10589
503	A	201	10589
72	A	203	10589
391	A	1001	10589
391	A	1002	10589
391	A	1003	10589
391	A	1004	10589
391	A	1005	10589
391	A	1006	10589
391	A	1007	10589
131	A	601	10590
131	B	602	10590
6	A	372	10590
6	B	372	10590
5254	A	653	10591
5254	B	654	10591
6	A	372	10591
6	B	372	10591
517	A	486	10592
517	B	486	10592
6	A	487	10592
6	A	488	10592
6	B	487	10592
517	A	487	10593
5	A	488	10593
5	A	489	10593
5	A	490	10593
5	A	491	10593
521	A	486	10593
1240	A	486	10594
1240	A	487	10594
517	A	400	10595
131	A	600	10596
131	B	601	10596
23	B	605	10596
6	A	603	10596
6	B	602	10596
6	B	604	10596
131	A	302	10597
131	B	303	10597
12	A	301	10597
518	A	300	10597
131	N	922	10598
362	N	919	10598
362	N	921	10598
521	N	918	10598
521	N	920	10598
1240	A	999	10599
1240	B	1999	10599
362	A	919	10599
362	A	921	10599
362	B	1916	10599
362	B	1918	10599
521	A	918	10599
521	A	920	10599
521	B	1915	10599
521	B	1917	10599
12	A	922	10599
12	A	923	10599
12	A	924	10599
12	B	1919	10599
12	B	1920	10599
12	B	1921	10599
1255	A	999	10600
1255	B	999	10600
303	A	777	10600
12	A	400	10600
12	B	400	10600
1255	A	999	10601
1255	B	999	10601
303	A	777	10601
12	A	401	10601
12	B	401	10601
5255	A	998	10601
5255	B	998	10601
131	A	999	10602
131	B	999	10602
303	A	777	10602
131	A	999	10603
131	B	999	10603
303	B	777	10603
12	A	400	10603
12	A	401	10603
12	B	400	10603
12	B	401	10603
131	A	999	10604
131	B	999	10604
5	A	888	10604
5	B	888	10604
70	A	801	10604
70	B	802	10604
70	B	803	10604
70	B	804	10604
70	B	805	10604
12	A	500	10604
12	A	501	10604
12	A	502	10604
12	B	500	10604
12	B	501	10604
5255	A	998	10604
5255	B	998	10604
131	A	500	10605
12	A	501	10605
582	C	401	10606
582	B	401	10606
582	D	401	10606
582	A	401	10606
582	C	401	10607
582	B	401	10607
582	D	401	10607
582	A	401	10607
131	A	324	10608
131	A	326	10608
1293	A	323	10608
12	A	325	10608
12	A	327	10608
1293	A	400	10609
1293	B	402	10609
1293	C	401	10609
1293	D	403	10609
470	A	313	10610
470	B	312	10610
470	A	314	10610
470	B	311	10610
12	A	311	10610
12	A	312	10610
12	A	310	10610
12	B	310	10610
131	A	324	10611
131	A	326	10611
131	B	324	10611
131	B	326	10611
431	A	323	10611
431	B	323	10611
12	A	325	10611
12	A	327	10611
12	B	325	10611
12	B	327	10611
2489	A	171	10612
2489	B	172	10612
121	A	1	10612
121	B	171	10612
2489	A	1	10613
2489	A	172	10613
2489	B	1	10613
2489	B	172	10613
121	A	171	10613
121	B	171	10613
1240	A	300	10615
12	A	301	10615
12	A	302	10615
5257	A	300	10616
5258	A	300	10617
5259	A	109	10618
5260	A	300	10619
5261	A	300	10620
5262	A	300	10621
5265	A	300	10624
5265	A	400	10624
5267	A	300	10626
271	A	351	10628
271	A	398	10628
271	B	352	10628
271	B	399	10628
748	A	2000	10629
5271	A	300	10630
5	A	2000	10632
5	A	2001	10632
163	A	3000	10632
5273	A	300	10633
77	A	300	10634
5275	A	300	10637
5276	A	300	10638
5277	A	300	10639
5	A	2000	10642
5	A	2001	10642
163	A	3000	10642
5281	A	300	10643
643	A	300	10644
5282	A	300	10645
5285	A	300	10648
5286	A	301	10649
5251	A	100	10650
5287	A	113	10651
5288	A	113	10652
5251	A	501	10654
6	A	410	10655
6	B	411	10655
5293	A	150	10658
5293	B	350	10658
5294	A	150	10659
1240	A	1000	10663
1240	B	1001	10663
1255	A	300	10664
131	A	601	10665
5	A	701	10665
5	A	702	10665
5	A	703	10665
212	A	402	10665
12	A	401	10665
931	A	501	10665
931	A	502	10665
470	A	302	10666
470	B	303	10666
12	A	1001	10666
12	B	1002	10666
510	A	502	10667
510	B	503	10667
12	A	201	10667
470	A	1462	10668
470	B	2462	10668
12	A	600	10668
12	A	601	10668
12	B	1600	10668
12	B	1601	10668
131	A	1	10669
131	B	1	10669
12	A	2	10669
131	A	401	10670
5	A	402	10670
10	A	404	10670
10	A	405	10670
10	A	406	10670
12	A	403	10670
10	A	404	10671
470	A	401	10671
23	A	402	10671
178	A	403	10671
10	A	404	10672
10	A	403	10672
1255	A	401	10672
10	A	402	10672
131	A	557	10673
131	B	558	10673
236	A	553	10673
236	A	554	10673
236	B	555	10673
236	B	556	10673
6	A	542	10673
6	A	543	10673
6	A	546	10673
6	A	551	10673
6	A	552	10673
6	B	541	10673
6	B	544	10673
6	B	545	10673
6	B	547	10673
6	B	548	10673
6	B	549	10673
6	B	550	10673
1240	A	917	10674
1240	B	918	10674
236	A	901	10674
236	A	902	10674
236	B	903	10674
236	B	904	10674
6	A	907	10674
6	A	908	10674
6	A	911	10674
6	A	912	10674
6	A	914	10674
6	A	915	10674
6	A	916	10674
6	B	905	10674
6	B	906	10674
6	B	909	10674
6	B	910	10674
6	B	913	10674
131	A	402	10675
71	A	327	10675
2377	A	401	10675
42	A	327	10676
42	A	328	10676
42	A	329	10676
42	A	330	10676
42	B	327	10676
42	C	327	10676
42	C	328	10676
42	C	329	10676
42	D	327	10676
42	E	327	10676
42	E	328	10676
42	E	329	10676
42	E	330	10676
42	E	331	10676
42	F	327	10676
42	F	328	10676
71	A	332	10676
71	A	333	10676
71	A	334	10676
71	B	330	10676
71	B	331	10676
71	B	332	10676
71	C	332	10676
71	C	333	10676
71	D	328	10676
71	E	333	10676
71	E	334	10676
71	E	335	10676
71	E	336	10676
71	F	329	10676
71	F	330	10676
2377	A	401	10676
2377	B	401	10676
2377	C	401	10676
2377	D	401	10676
2377	E	401	10676
2377	F	401	10676
337	A	331	10676
337	B	328	10676
337	B	329	10676
337	C	330	10676
337	C	331	10676
337	E	332	10676
158	A	501	10677
158	A	502	10677
158	B	501	10677
158	B	502	10677
158	C	501	10677
158	C	502	10677
158	D	501	10677
158	D	502	10677
158	E	501	10677
158	E	502	10677
158	F	502	10677
12	A	503	10677
12	B	503	10677
12	C	503	10677
12	D	313	10677
12	D	503	10677
12	E	503	10677
131	A	402	10678
131	B	402	10678
10	B	327	10678
5299	A	401	10678
5299	B	401	10678
71	A	403	10678
71	B	403	10678
131	B	1311	10679
131	D	1311	10679
1240	A	1312	10680
1240	B	1312	10680
1240	C	1313	10680
1240	D	1312	10680
12	B	1311	10680
12	C	1310	10680
12	D	1311	10680
12	A	1311	10680
12	C	1311	10680
5300	C	1312	10680
5301	A	1210	10681
5301	B	1210	10681
6	A	1209	10681
6	B	1209	10681
12	A	1211	10682
12	B	1211	10682
1233	A	1210	10682
1233	B	1210	10682
5302	A	1210	10683
5302	B	1207	10683
6	A	1211	10683
6	B	1208	10683
1235	A	1210	10684
1235	B	1209	10684
1243	A	1210	10685
1243	B	1210	10685
1243	C	1209	10685
1243	D	1211	10685
12	D	400	10686
1233	A	300	10686
1233	B	301	10686
1233	C	302	10686
1233	D	303	10686
12	A	1209	10687
12	B	1209	10687
1233	A	1210	10687
1233	B	1210	10687
12	A	400	10688
12	B	400	10688
12	C	400	10688
12	D	400	10688
1233	A	300	10688
1233	B	300	10688
1233	C	300	10688
1233	D	300	10688
6	A	1300	10689
6	A	1308	10689
6	B	1306	10689
6	C	1305	10689
6	D	1301	10689
6	E	1302	10689
6	F	1304	10689
6	G	1303	10689
6	H	1307	10689
5303	A	1400	10689
5303	B	1406	10689
5303	C	1405	10689
5303	D	1401	10689
5303	E	1402	10689
5303	F	1404	10689
5303	G	1403	10689
5303	H	1407	10689
158	A	1484	10690
158	B	1485	10690
71	A	1485	10690
71	A	1486	10690
131	A	470	10691
354	A	1274	10692
354	B	1274	10692
5	A	1271	10692
5	A	1272	10692
5	A	1273	10692
5	B	1271	10692
5	B	1272	10692
5	B	1273	10692
5304	A	1269	10692
5304	B	1269	10692
513	A	1270	10692
513	B	1270	10692
131	A	1270	10693
131	B	1270	10693
1236	A	1269	10693
1236	B	1269	10693
5	A	1273	10693
5	B	1273	10693
6	A	1271	10693
6	A	1272	10693
6	B	1271	10693
6	B	1272	10693
5	A	1270	10694
5	B	1271	10694
4163	A	1269	10694
4163	B	1269	10694
5305	B	1270	10694
6	A	1271	10694
6	A	1272	10694
6	A	1273	10694
6	A	1274	10694
6	A	1275	10694
6	B	1272	10694
6	B	1273	10694
6	B	1274	10694
131	A	1270	10695
131	B	1270	10695
5306	A	1269	10695
5306	B	1269	10695
5	A	1273	10695
5	B	1272	10695
5	B	1273	10695
6	A	1271	10695
6	A	1272	10695
6	B	1271	10695
354	A	1269	10696
354	A	1270	10696
354	A	1271	10696
354	A	1272	10696
354	B	1269	10696
354	B	1270	10696
354	B	1271	10696
10	A	1273	10696
10	B	1272	10696
5307	A	1274	10696
5307	B	1273	10696
6	A	1275	10696
6	A	1276	10696
6	B	1274	10696
6	B	1275	10696
6	B	1276	10696
354	A	1272	10697
354	A	1273	10697
354	A	1274	10697
354	A	1275	10697
354	A	1276	10697
354	B	1274	10697
354	B	1275	10697
354	B	1276	10697
10	A	1271	10697
10	B	1272	10697
10	B	1273	10697
6	A	1269	10697
6	A	1270	10697
6	B	1269	10697
6	B	1270	10697
6	B	1271	10697
5308	A	1277	10697
5308	B	1277	10697
131	A	1284	10698
131	B	1283	10698
10	B	1284	10698
1240	A	1285	10699
1240	B	1285	10699
5306	A	1284	10699
5306	B	1284	10699
5	A	1286	10699
131	A	310	10700
72	A	312	10700
72	A	313	10700
5309	A	311	10700
131	A	310	10701
131	B	310	10701
131	C	310	10701
131	D	310	10701
1257	A	315	10701
1257	B	315	10701
1257	C	315	10701
1257	D	315	10701
12	A	320	10701
12	B	320	10701
12	C	320	10701
12	D	320	10701
5309	A	311	10701
5309	B	311	10701
5309	C	311	10701
5309	D	311	10701
1255	A	1310	10702
1255	B	1310	10702
1255	C	1311	10702
291	A	1309	10702
291	B	1309	10702
291	C	1310	10702
291	D	1309	10702
5309	A	1311	10702
5309	B	1311	10702
5309	C	1312	10702
5309	D	1310	10702
72	A	312	10703
72	A	313	10703
5309	A	311	10703
131	A	401	10704
31	A	403	10704
236	A	402	10704
5310	A	2093	10705
5251	A	3001	10706
5311	A	1	10707
5312	A	1201	10708
5313	A	1189	10709
6	A	1188	10709
5314	A	1201	10710
5315	A	1	10711
6	A	1	10712
6	A	2	10712
5316	A	1109	10712
5317	A	2093	10713
5318	A	1201	10714
6	A	1200	10714
761	A	2095	10715
470	A	3000	10716
3991	A	3001	10716
3991	A	3002	10716
3991	A	3003	10716
3991	A	3004	10716
3991	A	3005	10716
3991	A	3006	10716
3991	A	3007	10716
3991	A	3008	10716
3991	A	3009	10716
4112	A	3095	10717
5319	A	1500	10718
5320	A	1500	10719
5321	A	1500	10720
5322	A	1500	10721
5323	A	1500	10722
5324	A	1500	10723
5325	A	2028	10724
1240	A	600	10725
77	A	1440	10725
6	A	1435	10725
6	A	1436	10725
6	A	1437	10725
6	A	1438	10725
6	A	1439	10725
121	A	700	10725
5326	A	500	10726
5326	B	500	10726
1240	A	600	10726
1240	B	600	10726
12	A	1438	10726
12	B	1439	10726
121	A	700	10726
121	B	700	10726
131	A	600	10727
131	B	600	10727
3368	A	500	10727
3368	B	500	10727
12	A	1128	10727
12	A	1129	10727
12	B	1030	10727
12	B	1031	10727
121	A	700	10727
121	B	700	10727
131	A	1435	10728
6	A	1437	10728
6	A	1438	10728
6	A	1439	10728
6	A	1440	10728
6	A	1441	10728
6	A	1442	10728
121	A	1436	10728
131	A	600	10729
131	B	600	10729
2427	A	500	10729
2427	B	500	10729
12	A	700	10729
12	A	701	10729
12	B	700	10729
12	B	701	10729
121	B	800	10729
5327	A	573	10730
1236	A	1133	10731
12	A	1134	10731
132	A	1135	10731
132	A	1136	10731
132	A	1137	10731
1236	A	1135	10732
1236	B	1137	10732
5	A	1139	10732
3	A	1140	10732
100	A	1138	10732
12	A	1136	10732
12	B	1136	10732
131	A	401	10733
5328	A	402	10733
1240	A	401	10734
5328	A	402	10734
1240	A	401	10735
5328	A	402	10735
1240	A	401	10736
5328	A	402	10736
131	A	401	10737
5328	A	402	10737
5	A	343	10738
5328	A	342	10738
12	A	404	10739
1240	A	402	10739
5328	A	401	10739
12	A	403	10739
5329	A	1531	10740
5329	B	1532	10740
5329	C	1532	10740
70	C	1533	10740
131	A	1533	10741
131	B	1533	10741
131	C	1533	10741
70	B	1535	10741
5330	A	1534	10741
5330	B	1534	10741
5330	C	1534	10741
70	A	1533	10742
70	B	1532	10742
70	C	1532	10742
5330	A	1532	10742
5330	B	1531	10742
5330	C	1531	10742
549	A	4932	10743
549	A	4933	10743
549	A	4934	10743
549	A	4935	10743
549	A	4936	10743
549	A	4937	10743
549	A	4938	10743
549	B	4933	10743
549	B	4934	10743
549	B	4935	10743
549	B	4936	10743
549	B	4937	10743
6	A	4931	10743
6	B	4932	10743
5330	A	4930	10743
5330	B	4931	10743
5331	A	600	10744
1240	A	600	10745
517	A	501	10745
212	A	800	10745
12	A	700	10745
521	A	500	10746
5332	A	501	10746
5333	A	502	10747
521	A	501	10747
100	A	503	10747
100	A	504	10747
521	A	500	10748
5332	A	501	10748
71	A	600	10748
521	X	500	10749
71	X	600	10749
5334	X	501	10749
521	A	500	10750
212	A	600	10750
1240	A	600	10751
521	A	500	10751
212	A	800	10751
12	A	700	10751
5332	A	501	10751
5335	A	502	10752
521	A	501	10752
71	A	503	10752
521	A	500	10753
5336	A	501	10753
100	A	502	10753
521	A	500	10754
10	A	600	10754
10	A	601	10754
10	A	602	10754
10	A	603	10754
10	A	604	10754
10	A	605	10754
5337	A	502	10755
521	A	501	10755
71	A	503	10755
521	A	501	10756
71	A	503	10756
5338	A	502	10756
5339	A	504	10757
2508	A	503	10757
521	A	501	10757
71	A	502	10757
5340	A	466	10758
521	A	1	10758
71	A	467	10758
5341	X	501	10759
521	X	500	10759
71	X	600	10759
5342	A	501	10760
521	A	500	10760
100	A	502	10760
1240	A	325	10761
517	A	324	10761
71	A	323	10761
121	A	322	10761
517	A	322	10762
212	A	324	10762
121	A	323	10762
131	A	2001	10763
131	B	2001	10763
517	A	1001	10763
517	B	1001	10763
158	A	1456	10764
517	A	2457	10764
521	A	1457	10764
517	A	1001	10765
517	B	2001	10765
113	A	901	10766
113	B	902	10766
113	C	903	10766
113	D	904	10766
113	E	905	10766
113	F	906	10766
72	C	502	10766
72	D	501	10766
5343	A	500	10767
5343	B	500	10767
5344	A	500	10768
5344	B	500	10768
5344	C	500	10768
5344	D	500	10768
113	A	350	10769
113	A	355	10769
5	A	380	10769
5	A	385	10769
12	A	360	10769
12	A	365	10769
12	A	375	10769
42	A	3001	10770
5	A	2001	10770
4716	A	1001	10770
4716	A	1002	10770
71	A	2002	10770
71	A	2003	10770
5345	A	1001	10771
5345	A	1002	10771
1255	A	1005	10771
5	A	2001	10771
71	A	2002	10771
71	A	2003	10771
1255	A	1001	10772
5	A	1002	10772
71	A	1003	10772
5345	A	1001	10773
5345	A	1002	10773
42	A	3001	10773
5	A	2001	10773
71	A	2002	10773
71	A	2003	10773
92	A	370	10774
113	A	375	10774
5	A	385	10774
12	A	380	10774
1255	A	799	10775
5	A	899	10775
12	A	999	10775
5346	A	699	10775
1255	A	799	10776
113	A	699	10776
5	A	899	10776
12	A	999	10776
1255	A	1002	10777
5	A	2001	10777
4716	A	1001	10777
71	A	2002	10777
71	A	2003	10777
2697	C	349	10778
2697	A	349	10778
12	A	350	10778
2697	B	349	10778
12	B	350	10778
5	A	351	10778
5	B	351	10778
5	C	351	10778
12	C	350	10778
4710	A	501	10779
113	A	501	10780
1255	A	325	10781
3604	A	346	10782
3604	B	346	10782
71	A	347	10782
71	B	347	10782
4745	A	1	10783
4745	B	2	10783
6	A	4	10783
6	B	3	10783
5347	A	1	10784
5347	B	2	10784
6	A	3	10784
6	B	4	10784
6	A	3	10785
6	B	4	10785
5303	A	1	10785
5303	B	2	10785
5348	A	500	10786
5348	B	500	10786
6	A	400	10786
6	B	400	10786
5349	A	500	10787
5349	B	500	10787
6	A	400	10787
6	B	400	10787
5350	A	400	10788
5350	B	500	10788
6	A	600	10788
6	B	700	10788
6	A	400	10789
6	B	400	10789
5351	A	500	10789
5351	B	500	10789
5352	A	1	10790
5352	B	2	10790
6	A	3	10790
6	B	4	10790
5353	A	1	10791
5353	B	2	10791
6	A	3	10791
6	B	4	10791
4744	A	1	10792
4744	B	2	10792
6	A	3	10792
6	B	4	10792
6	A	400	10793
6	B	400	10793
5351	A	500	10793
5351	B	500	10793
5354	A	500	10794
5354	B	500	10794
6	A	400	10794
6	B	400	10794
5355	A	1	10795
5355	B	2	10795
6	A	3	10795
6	B	4	10795
6	A	400	10796
6	B	400	10796
5303	A	500	10796
5303	B	500	10796
5356	A	500	10797
5356	B	510	10797
5357	A	502	10797
5357	B	511	10797
6	A	400	10797
6	B	400	10797
5358	A	1	10798
5358	B	2	10798
6	A	3	10798
6	B	4	10798
6	B	502	10799
5359	A	503	10799
5303	B	501	10799
5360	A	500	10800
5360	B	500	10800
6	A	400	10800
6	A	401	10800
6	A	402	10800
6	B	400	10800
6	B	401	10800
6	B	402	10800
12	A	1194	10801
12	B	2194	10801
12	C	3194	10801
12	D	4194	10801
12	E	5194	10801
12	F	6194	10801
12	G	7194	10801
12	H	8194	10801
1233	A	1195	10801
1233	B	2195	10801
1233	C	3195	10801
1233	D	4195	10801
1233	E	5195	10801
1233	F	6195	10801
1233	G	7195	10801
1233	H	8195	10801
121	A	1193	10801
121	B	2193	10801
121	C	3193	10801
121	D	4193	10801
121	E	5193	10801
121	F	6193	10801
121	G	7193	10801
121	H	8193	10801
648	E	1193	10802
1233	A	300	10802
1233	B	300	10802
1233	C	300	10802
1233	D	300	10802
1233	E	300	10802
1233	F	300	10802
1233	G	300	10802
1233	H	300	10802
121	A	400	10802
121	B	400	10802
121	C	400	10802
121	D	400	10802
121	E	400	10802
121	F	400	10802
121	G	400	10802
121	H	400	10802
12	D	1193	10803
12	G	1193	10803
12	H	1193	10803
1233	A	1192	10803
1233	B	1193	10803
1233	C	1192	10803
1233	D	1192	10803
1233	E	1192	10803
1233	F	1192	10803
1233	G	1192	10803
1233	H	1192	10803
121	A	1193	10803
121	B	1194	10803
121	C	1193	10803
121	D	1194	10803
121	E	1193	10803
121	F	1193	10803
121	G	1194	10803
121	H	1194	10803
5303	A	501	10804
5303	B	502	10804
121	A	400	10804
121	B	402	10804
5361	B	801	10805
5361	B	802	10805
12	A	501	10805
12	B	502	10805
121	A	401	10805
121	B	402	10805
131	B	701	10806
1240	A	601	10806
12	A	450	10806
12	B	452	10806
5303	A	501	10806
4080	B	601	10806
121	A	400	10806
121	B	402	10806
5361	A	801	10807
5361	B	802	10807
121	A	235	10807
121	B	235	10807
12	B	2219	10808
12	D	4219	10808
1233	A	1220	10808
1233	B	2220	10808
1233	C	3220	10808
1233	D	4220	10808
121	A	1218	10808
121	B	2218	10808
121	C	3218	10808
121	D	4218	10808
5303	A	4970	10809
5303	B	5970	10809
5303	C	6970	10809
5303	D	7970	10809
37	D	5006	10809
121	A	1218	10809
121	B	2218	10809
121	C	3218	10809
121	D	4218	10809
6	A	801	10810
6	A	803	10810
6	A	804	10810
6	B	802	10810
6	B	805	10810
6	B	806	10810
5303	A	701	10810
5303	B	702	10810
131	A	501	10811
131	B	502	10811
6	A	801	10811
6	A	803	10811
6	A	804	10811
6	A	805	10811
6	A	806	10811
6	B	802	10811
6	B	807	10811
6	B	808	10811
6	B	809	10811
5303	A	701	10811
5303	B	702	10811
5362	A	1	10812
5362	B	2	10812
6	A	3	10812
6	B	4	10812
131	A	301	10813
131	B	401	10813
121	A	302	10813
121	B	402	10813
5363	A	302	10814
5363	A	303	10814
77	A	301	10814
10	A	301	10815
2	A	274	10815
72	A	273	10815
77	A	274	10816
2	A	273	10816
5364	A	301	10817
77	A	303	10817
10	A	302	10817
5365	A	273	10818
77	A	303	10819
5366	A	301	10819
5366	A	302	10819
77	A	301	10820
5367	A	302	10820
5138	A	273	10821
5138	A	274	10821
77	A	301	10821
10	A	401	10821
77	A	303	10822
10	A	304	10822
5368	A	301	10822
5368	A	302	10822
5369	A	301	10823
77	A	302	10823
5370	A	301	10824
5370	A	302	10824
77	A	303	10824
10	A	304	10824
10	A	301	10825
30	A	273	10825
