ligandId	chain	firstnum	proteinId
1	A	1200	1
1	B	2200	1
1	C	3200	1
1	D	4200	1
1	E	5200	1
1	F	6200	1
1	G	7200	1
1	H	8200	1
2	A	1201	1
2	B	2201	1
2	C	3201	1
2	D	4201	1
2	E	5201	1
2	F	6201	1
2	G	7201	1
2	H	8201	1
3	A	1001	2
3	B	1001	2
4	A	1512	3
4	B	1512	3
4	C	1512	3
4	D	1512	3
5	A	1514	4
5	A	700	4
5	B	1653	4
5	B	700	4
5	C	1515	4
5	C	700	4
5	D	1514	4
5	D	700	4
1	A	1513	4
1	B	1652	4
1	C	1513	4
1	D	1513	4
6	C	1514	4
4	B	650	4
5	A	700	5
5	B	700	5
5	C	700	5
5	D	700	5
1	A	650	5
1	B	650	5
1	C	650	5
1	D	650	5
7	B	503	6
8	A	501	6
6	D	505	6
9	B	504	6
9	D	504	6
8	A	502	6
8	D	502	6
6	A	505	6
8	B	501	6
7	A	503	6
7	D	503	6
10	D	506	6
8	B	502	6
8	C	502	6
9	C	504	6
7	C	503	6
8	C	501	6
8	D	501	6
9	A	504	6
11	A	447	7
12	A	446	7
12	B	446	7
2	A	300	8
1	A	500	9
13	A	502	9
13	A	503	9
13	A	504	9
13	A	505	9
13	A	506	9
14	A	501	9
6	A	507	9
15	A	502	10
15	B	501	10
1	A	500	10
1	B	500	10
13	A	440	10
13	A	441	10
13	A	443	10
13	A	444	10
13	A	445	10
13	B	441	10
13	B	443	10
13	B	444	10
13	B	445	10
13	B	447	10
16	A	442	10
16	B	442	10
6	A	435	10
6	A	436	10
6	A	437	10
6	A	438	10
6	A	439	10
6	B	435	10
6	B	436	10
6	B	437	10
6	B	438	10
6	B	439	10
6	B	440	10
1	A	500	11
13	A	504	11
14	A	501	11
17	A	505	11
6	A	502	11
6	A	506	11
6	A	507	11
1	A	500	12
13	A	502	12
13	A	503	12
13	A	504	12
13	A	506	12
13	A	507	12
14	A	501	12
6	A	505	12
18	A	502	13
1	A	500	13
13	A	503	13
13	A	505	13
13	A	506	13
13	A	507	13
14	A	501	13
16	A	504	13
6	A	508	13
1	A	500	14
14	A	501	14
16	A	503	14
6	A	502	14
18	A	502	15
1	A	500	15
13	A	504	15
13	A	505	15
13	A	506	15
13	A	507	15
16	A	503	15
6	A	508	15
1	A	500	16
13	A	504	16
14	A	501	16
17	A	505	16
19	A	503	17
19	A	504	17
19	A	505	17
18	A	502	17
1	A	500	17
13	A	506	17
13	A	508	17
13	A	509	17
6	A	507	17
18	A	502	18
1	A	500	18
13	A	505	18
13	A	506	18
13	A	507	18
13	A	508	18
14	A	501	18
6	A	503	18
18	A	502	19
1	A	500	19
13	A	503	19
13	A	504	19
13	A	505	19
14	A	501	19
18	A	502	20
1	A	500	20
13	A	504	20
13	A	505	20
13	A	506	20
13	A	507	20
14	A	501	20
6	A	503	20
1	A	500	21
13	A	502	21
13	A	503	21
14	A	501	21
20	A	504	21
18	A	502	22
1	A	500	22
13	A	505	22
13	A	506	22
13	A	507	22
13	A	508	22
14	A	501	22
6	A	503	22
6	A	504	22
21	A	503	23
1	A	500	23
14	A	501	23
22	A	504	23
22	A	505	23
6	A	502	23
23	B	600	24
1	A	500	24
1	B	500	24
24	A	501	24
24	B	501	24
25	A	2462	25
25	B	3462	25
25	C	4462	25
25	D	5462	25
25	E	6462	25
25	F	7462	25
25	G	8462	25
25	H	9462	25
12	C	804	25
12	D	805	25
12	E	1288	25
12	F	948	25
2	A	2300	25
2	B	3300	25
2	C	4300	25
2	D	5300	25
2	E	6300	25
2	F	7300	25
2	G	8300	25
2	H	9300	25
3	A	401	26
26	A	600	26
3	A	400	27
26	A	600	27
3	A	401	28
3	A	1500	29
3	B	1501	29
27	A	1506	29
27	B	1505	29
27	B	1507	29
6	A	1509	29
6	B	1508	29
3	A	150	30
3	A	150	31
28	A	301	32
28	B	301	32
3	A	1500	33
3	B	1501	33
29	A	1502	33
29	B	1503	33
6	A	1505	33
6	B	1504	33
1	A	400	34
6	A	401	34
1	A	300	35
30	A	305	35
31	A	620	36
31	B	620	36
31	C	620	36
31	D	620	36
32	A	622	36
32	B	622	36
32	C	622	36
32	D	622	36
33	A	623	36
33	B	623	36
33	C	623	36
33	D	623	36
34	A	621	36
34	B	621	36
34	C	621	36
34	D	621	36
3	A	1200	37
3	B	2200	37
6	A	702	37
6	A	703	37
6	A	704	37
6	A	706	37
6	B	701	37
6	B	705	37
3	A	401	38
29	A	2760	38
29	A	2761	38
6	A	4848	38
35	A	1296	39
3	A	4401	39
36	A	4124	39
6	A	4849	39
37	A	5080	39
38	A	3097	40
35	A	1296	40
3	A	1401	40
6	A	4849	40
37	A	5080	40
3	A	1401	41
6	A	4849	41
3	A	300	42
3	B	300	42
3	C	300	42
3	D	300	42
10	A	211	42
10	D	211	42
39	A	5600	43
39	B	9600	43
40	A	5635	43
40	B	9635	43
41	A	1249	44
41	B	1249	44
41	C	1249	44
41	D	1249	44
28	A	1248	44
28	B	1248	44
28	C	1248	44
28	D	1248	44
42	A	4006	45
42	C	4004	45
42	C	4007	45
42	D	4001	45
42	E	4005	45
42	E	4008	45
31	A	2501	45
31	A	2505	45
31	A	2506	45
31	C	2503	45
31	D	2502	45
31	E	2504	45
10	A	3001	45
10	A	3002	45
43	A	412	45
43	B	412	45
43	C	412	45
43	D	412	45
43	E	412	45
44	A	2001	45
44	B	2001	45
44	C	2001	45
44	D	2001	45
44	E	2001	45
42	A	4006	46
42	B	4009	46
42	C	4004	46
42	C	4007	46
42	D	4001	46
42	E	4005	46
42	E	4008	46
31	A	2501	46
31	A	2505	46
31	A	2506	46
31	C	2503	46
31	D	2502	46
31	E	2504	46
10	A	3001	46
10	A	3002	46
43	A	412	46
43	B	412	46
43	C	412	46
43	D	412	46
43	E	412	46
45	A	6178	46
45	B	6178	46
45	C	6178	46
45	D	6178	46
45	E	6178	46
1	A	1001	47
1	B	2001	47
6	A	500	47
6	A	501	47
6	A	503	47
6	A	506	47
6	A	507	47
6	A	508	47
6	A	509	47
6	A	510	47
6	B	502	47
6	B	504	47
6	B	505	47
6	B	511	47
10	A	1407	48
46	A	1403	48
46	A	1404	48
46	B	1397	48
12	A	1405	48
12	A	1406	48
12	B	1398	48
30	A	317	49
30	B	317	49
30	A	350	50
30	B	350	50
51	A	801	51
51	A	802	51
51	C	801	51
51	C	802	51
6	A	901	51
6	C	901	51
52	A	784	52
53	A	786	52
51	A	783	52
55	A	784	53
51	A	782	53
51	A	783	53
51	A	782	54
51	A	783	54
51	A	801	55
51	A	802	55
51	C	801	55
51	C	802	55
6	A	901	55
6	C	901	55
52	A	784	56
51	A	783	56
62	A	901	57
62	A	902	57
62	A	903	57
51	A	801	57
51	A	802	57
52	A	1784	58
52	C	1784	58
51	A	1782	58
51	A	1783	58
51	C	1782	58
51	C	1783	58
6	A	1785	58
6	C	1785	58
51	A	801	59
51	A	802	59
51	C	801	59
51	C	802	59
6	A	901	59
6	A	902	59
6	C	901	59
6	C	902	59
67	B	1582	60
68	A	1374	60
6	A	1375	60
67	B	1582	61
68	A	1374	61
6	A	1375	61
67	B	1582	62
68	A	1374	62
67	B	1582	63
68	A	1374	63
67	B	1582	64
68	A	1374	64
6	A	1375	64
6	A	1376	64
1	A	1611	65
1	B	1611	65
1	A	1611	66
1	B	1611	66
2	A	700	66
2	B	700	66
1	B	1000	67
1	A	1449	68
10	A	161	69
10	A	162	69
10	B	161	69
69	A	160	69
69	B	160	69
5	A	338	70
5	A	339	70
70	A	337	70
71	A	336	70
30	A	335	70
72	A	333	70
73	A	334	70
5	A	334	71
71	A	335	71
30	A	333	71
72	A	336	71
73	A	337	71
73	A	338	71
5	A	334	72
71	A	335	72
30	A	333	72
72	A	336	72
73	A	337	72
73	A	338	72
5	A	334	73
5	A	338	73
71	A	335	73
30	A	333	73
72	A	336	73
73	A	337	73
5	A	335	74
5	A	338	74
70	A	333	74
71	A	336	74
30	A	334	74
72	A	337	74
5	A	337	75
5	A	338	75
70	A	334	75
71	A	339	75
30	A	336	75
72	A	333	75
73	A	335	75
8	A	501	76
74	A	500	76
75	A	502	76
8	A	502	77
74	A	501	77
10	A	503	77
75	A	504	77
76	A	3001	78
76	B	3012	78
76	C	3002	78
76	D	3003	78
76	E	3004	78
76	F	3005	78
76	G	3006	78
76	H	3007	78
76	I	3008	78
76	J	3009	78
76	K	3010	78
76	L	3011	78
77	A	2001	78
77	B	2002	78
77	C	2003	78
77	D	2004	78
77	E	2008	78
77	F	2007	78
77	G	2006	78
77	H	2005	78
77	I	2011	78
77	J	2012	78
77	K	2013	78
77	L	2010	78
1	A	1492	79
10	A	1496	79
10	A	1497	79
10	A	1498	79
10	A	1499	79
30	A	1493	79
78	A	1494	79
6	A	1495	79
1	A	1501	80
10	A	1492	80
10	A	1493	80
10	A	1494	80
78	A	1502	80
6	A	1491	80
1	A	1492	81
10	A	1495	81
10	A	1496	81
10	A	1497	81
10	A	1498	81
28	A	1493	81
6	A	1494	81
1	A	1492	82
10	A	1495	82
10	A	1496	82
10	A	1497	82
10	A	1498	82
10	A	1499	82
10	A	1500	82
30	A	1493	82
6	A	1494	82
1	A	1504	83
10	A	1507	83
10	A	1508	83
10	A	1509	83
10	A	1510	83
10	A	1511	83
10	A	1512	83
10	A	1513	83
10	A	1514	83
79	A	1503	83
30	A	1505	83
6	A	1506	83
80	A	1360	84
81	A	1358	84
82	A	1359	84
80	A	1361	85
81	A	1358	85
10	A	1362	85
83	A	1360	85
84	A	1359	85
42	A	1357	86
84	A	1358	86
87	A	1511	87
87	A	1512	87
87	A	1513	87
88	A	1518	87
10	A	1516	87
10	A	1517	87
89	A	1515	87
87	A	1511	88
87	A	1512	88
87	A	1513	88
87	A	1514	88
88	A	1516	88
10	A	1519	88
10	A	1520	88
10	A	1522	88
10	A	1523	88
10	A	1525	88
89	A	1515	88
70	A	3001	89
70	A	3002	89
70	A	3003	89
70	A	3004	89
70	A	3005	89
70	A	3006	89
1	A	1001	89
75	A	2001	89
42	A	1002	90
42	B	1002	90
70	A	1003	90
70	A	1004	90
70	B	1003	90
70	B	1004	90
1	A	1001	90
1	B	1001	90
1	A	1500	91
1	B	500	91
2	A	1501	91
2	B	501	91
1	A	600	92
1	B	500	92
10	B	302	93
10	B	303	93
10	B	304	93
71	A	299	93
28	B	301	93
6	A	300	93
6	A	301	93
6	A	302	93
6	A	303	93
6	A	304	93
6	A	305	93
6	A	306	93
6	A	307	93
6	B	298	93
6	B	299	93
6	B	300	93
91	A	298	93
92	A	1401	94
92	C	1402	94
92	D	1403	94
30	A	1301	94
30	B	1302	94
30	C	1303	94
30	D	1304	94
93	A	1442	95
70	A	1443	95
70	A	1444	95
70	A	1445	95
70	B	1197	95
70	B	1198	95
70	B	1199	95
62	A	1446	95
62	A	1447	95
62	A	1448	95
62	A	1449	95
62	A	1450	95
62	B	1200	95
62	B	1201	95
62	B	1202	95
62	B	1203	95
8	A	1441	95
74	A	1440	95
94	B	1195	95
94	B	1196	95
70	A	1443	96
70	A	1444	96
70	B	1197	96
70	B	1198	96
70	B	1199	96
70	B	1200	96
62	A	1445	96
62	A	1446	96
62	A	1447	96
62	A	1448	96
62	B	1201	96
62	B	1202	96
8	A	1441	96
74	A	1440	96
95	A	1442	96
94	B	1195	96
94	B	1196	96
2	A	700	97
2	B	701	97
2	C	702	97
2	D	703	97
96	A	201	98
96	B	201	98
96	C	201	98
96	D	201	98
96	E	201	98
96	K	201	98
96	L	201	98
96	M	201	98
96	N	201	98
96	O	201	98
96	A	1	99
96	B	1	99
96	C	1	99
96	D	1	99
96	E	1	99
97	A	1501	100
97	A	1502	100
97	A	1503	100
97	A	1504	100
97	A	1505	100
97	A	1506	100
5	A	1001	100
5	A	1004	100
1	A	1500	100
6	A	1002	100
6	A	1003	100
1	A	500	101
98	A	1001	101
6	A	2001	101
6	A	2002	101
99	A	1001	102
1	A	500	102
71	A	2001	102
71	A	2002	102
99	A	2001	103
1	A	500	103
100	A	1003	103
100	A	1004	103
100	A	1005	103
100	A	1006	103
100	A	1007	103
100	A	1008	103
100	A	1009	103
100	A	1010	103
100	A	1011	103
100	A	1012	103
100	A	1013	103
71	A	1001	103
6	A	1002	103
97	A	3001	104
97	A	3002	104
97	A	3003	104
1	A	1500	104
101	A	1001	104
6	A	2001	104
6	A	2002	104
6	A	2003	104
99	A	2001	105
1	A	500	105
71	A	1001	105
71	A	1002	105
6	A	1003	105
10	A	502	106
10	B	503	106
10	C	502	106
10	D	502	106
10	D	503	106
2	A	501	106
2	B	501	106
2	C	501	106
2	D	501	106
6	C	503	106
42	A	501	107
70	A	502	107
70	A	503	107
70	A	504	107
70	A	505	107
70	A	506	107
70	A	507	107
70	A	508	107
70	A	509	107
70	A	510	107
70	A	511	107
70	A	512	107
70	A	513	107
30	A	401	107
102	A	503	108
102	A	504	108
102	A	505	108
102	A	506	108
102	B	331	108
102	B	332	108
8	A	499	108
8	A	500	108
103	A	502	108
7	A	501	108
8	A	1301	109
8	B	1300	109
8	C	1300	109
8	D	1301	109
10	A	1303	109
10	A	1304	109
10	D	1302	109
104	B	1301	109
104	D	1303	109
12	A	1302	109
5	A	502	110
82	A	501	110
105	A	2001	111
106	B	1001	111
107	A	1001	112
108	A	2001	113
109	B	1001	113
110	B	1001	114
30	A	350	115
30	B	350	115
6	A	328	115
6	B	328	115
92	B	301	116
92	B	302	116
3	A	250	116
3	B	350	116
6	A	351	116
6	A	352	116
6	B	353	116
6	B	354	116
2	A	257	117
2	B	256	117
6	A	702	117
6	B	701	117
28	A	1001	118
111	A	501	118
111	A	601	118
28	A	1001	119
111	A	501	119
28	A	1001	120
111	A	601	120
5	A	347	121
5	A	348	121
5	A	349	121
5	A	350	121
30	A	800	121
1	A	1371	122
1	A	399	123
3	A	322	124
6	A	319	124
6	A	320	124
6	A	321	124
70	A	1451	125
70	A	1452	125
70	A	1453	125
70	A	1454	125
70	A	1455	125
70	A	1456	125
70	B	1447	125
70	B	1448	125
70	B	1449	125
70	B	1450	125
70	B	1451	125
70	C	1453	125
70	C	1454	125
70	C	1455	125
70	C	1456	125
112	A	1449	125
112	A	1450	125
112	B	1445	125
112	B	1446	125
112	C	1451	125
112	C	1452	125
113	A	1001	126
113	B	1002	126
3	A	500	127
3	B	501	127
3	C	502	127
3	D	503	127
3	E	504	127
3	F	505	127
3	G	506	127
3	H	507	127
3	I	508	127
3	J	509	127
3	K	510	127
3	L	511	127
114	A	501	128
114	A	502	128
114	A	503	128
70	A	504	128
70	A	505	128
70	A	506	128
70	A	507	128
43	A	500	128
115	A	501	129
43	A	500	129
8	A	1	130
12	A	267	130
116	A	268	130
117	A	269	131
8	A	1	131
12	A	266	131
12	A	267	131
116	A	268	131
117	A	280	132
118	A	279	132
8	A	1	132
12	A	277	132
12	A	278	132
118	A	269	133
8	A	1	133
12	A	267	133
12	A	268	133
119	A	1	134
1	A	1001	135
120	A	1	136
121	A	910	137
100	A	907	137
10	A	909	137
100	A	906	137
100	A	902	137
100	A	904	137
121	A	911	137
10	A	908	137
1	A	901	137
100	A	905	137
121	A	912	137
100	A	903	137
5	A	267	138
5	C	267	138
5	D	268	138
10	B	267	138
10	D	267	138
28	A	266	138
28	C	266	138
6	B	266	138
6	D	266	138
122	A	901	139
1	A	900	139
1	A	900	140
1	A	501	141
1	B	900	141
123	A	502	141
124	A	901	142
1	A	900	142
8	A	501	143
8	A	502	143
8	B	1501	143
8	B	1502	143
8	D	2501	143
8	D	2502	143
8	E	3501	143
8	E	3502	143
3	A	701	143
3	B	1701	143
3	D	2701	143
3	E	3701	143
6	D	2414	143
5	D	2504	144
5	H	1504	144
5	J	3504	144
5	J	3505	144
8	A	501	144
8	A	503	144
8	B	1501	144
8	B	1503	144
8	D	2501	144
8	D	2503	144
8	E	3501	144
8	E	3503	144
8	G	501	144
8	G	503	144
8	H	1501	144
8	H	1503	144
8	I	2501	144
8	I	2503	144
8	J	3501	144
8	J	3503	144
3	A	701	144
3	B	1701	144
3	D	2701	144
3	E	3701	144
3	G	702	144
3	H	1702	144
3	I	2702	144
3	J	3702	144
5	A	515	145
5	A	516	145
5	B	519	145
5	D	517	145
5	D	518	145
5	D	521	145
5	E	520	145
8	A	501	145
8	A	502	145
8	A	511	145
8	B	1501	145
8	B	1502	145
8	B	512	145
8	D	2501	145
8	D	2502	145
8	D	513	145
8	E	3501	145
8	E	3502	145
8	E	514	145
3	A	701	145
3	B	1701	145
3	D	2701	145
3	E	3701	145
125	A	401	146
3	A	301	147
3	A	1500	148
3	B	1501	148
6	A	1502	148
6	A	1505	148
6	B	1503	148
6	B	1504	148
1	A	301	149
126	A	445	150
126	B	445	150
1	A	446	150
1	B	446	150
1	A	901	151
121	A	902	151
121	A	904	151
121	A	903	151
1	A	1385	152
8	B	1054	152
127	A	1278	153
127	B	2278	153
127	C	3278	153
127	D	4278	153
28	A	1277	153
28	B	2277	153
28	C	3277	153
28	D	4277	153
128	A	1278	154
128	B	2278	154
128	C	3278	154
128	D	4278	154
30	A	1277	154
30	B	2277	154
30	C	3277	154
30	D	4277	154
3	A	1179	155
3	B	1179	155
10	A	1182	155
10	B	1182	155
30	A	1180	155
30	A	1181	155
30	B	1180	155
30	B	1181	155
42	A	1180	156
42	B	1180	156
3	A	1179	156
3	B	1179	156
2	A	334	157
2	A	334	158
129	A	350	158
130	A	1362	159
130	B	1362	159
130	C	1362	159
130	D	1362	159
28	A	1361	159
28	B	1361	159
28	C	1361	159
28	D	1361	159
131	A	500	160
131	B	500	160
131	A	256	161
131	B	256	161
121	A	255	161
121	B	255	161
1	A	600	162
132	A	1269	163
132	B	2269	163
132	C	3269	163
132	D	4269	163
132	E	5269	163
132	F	6269	163
132	G	7269	163
132	H	8269	163
2	A	1268	163
2	B	2268	163
2	C	3268	163
2	D	4268	163
2	E	5268	163
2	F	6268	163
2	G	7268	163
2	H	8268	163
133	A	1410	164
133	B	1410	164
43	A	1407	164
43	B	1407	164
6	B	1408	164
6	B	1409	164
43	A	1407	165
134	A	1408	165
43	A	1407	166
43	B	1408	166
135	A	1408	166
135	B	1409	166
6	A	1430	166
6	A	1431	166
6	A	1432	166
6	A	1434	166
6	B	1433	166
43	A	419	167
43	B	419	167
135	A	420	167
135	B	420	167
136	A	1409	168
136	B	1409	168
43	A	1408	168
43	B	1408	168
6	B	1410	168
6	B	1411	168
6	B	1412	168
43	A	1407	169
43	B	1407	169
134	A	1408	169
134	B	1408	169
118	A	1301	170
118	D	1300	170
137	A	1300	170
137	D	1301	170
81	A	1302	170
81	D	1302	170
118	A	1302	171
118	B	1302	171
118	C	1301	171
118	D	1301	171
81	A	1301	171
81	B	1301	171
81	C	1300	171
81	D	1300	171
77	A	1331	172
10	A	1329	172
10	A	1330	172
10	B	1328	172
10	B	1329	172
10	B	1330	172
10	B	1331	172
10	B	1332	172
10	B	1333	172
10	B	1334	172
10	B	1335	172
10	B	1336	172
10	B	1337	172
30	A	1328	172
3	A	251	173
3	B	252	173
6	A	262	173
6	B	261	173
6	B	265	173
6	B	266	173
119	A	901	174
121	A	902	174
121	A	903	174
121	A	904	174
10	A	903	175
138	B	301	175
121	A	905	175
1	A	901	175
121	A	906	175
10	A	902	175
121	A	904	175
28	A	1248	176
28	B	1248	176
28	C	1248	176
28	D	1248	176
1	A	360	177
42	A	501	178
30	A	401	178
70	A	501	179
70	B	501	179
139	A	500	179
139	B	500	179
100	A	404	179
100	A	405	179
100	A	406	179
100	A	407	179
100	A	408	179
100	A	409	179
100	A	410	179
100	A	411	179
100	A	412	179
100	A	413	179
100	A	414	179
100	A	415	179
100	A	416	179
100	A	417	179
100	A	418	179
100	B	404	179
100	B	405	179
100	B	406	179
100	B	407	179
100	B	408	179
100	B	409	179
100	B	410	179
100	B	411	179
100	B	412	179
100	B	413	179
100	B	414	179
100	B	415	179
100	B	416	179
100	B	417	179
100	I	28	179
71	A	502	179
71	B	502	179
1	A	400	180
1	B	400	180
30	A	800	181
30	B	800	181
2	A	800	182
2	B	800	182
2	C	800	182
2	D	800	182
2	E	800	182
2	F	800	182
2	G	800	182
2	H	800	182
2	A	800	183
2	B	800	183
2	C	800	183
2	D	800	183
2	E	800	183
2	F	800	183
2	A	401	184
2	B	401	184
2	C	401	184
2	D	402	184
140	A	402	184
140	B	402	184
140	C	402	184
140	D	401	184
2	A	800	185
2	B	800	185
2	C	800	185
2	D	800	185
131	B	600	186
126	A	556	186
126	B	556	186
1	A	555	186
1	B	555	186
30	A	401	187
30	B	401	187
141	A	902	187
142	A	901	187
143	A	601	188
143	B	602	188
30	A	401	188
30	B	401	188
30	A	401	189
30	B	401	189
30	A	401	190
30	B	401	190
28	A	401	191
28	B	401	191
143	A	601	192
143	B	602	192
30	A	401	192
30	B	401	192
144	A	1765	193
144	A	1766	193
144	E	1765	193
144	E	1766	193
145	A	1767	193
145	E	1767	193
34	A	1764	193
34	B	1194	193
34	B	1195	193
34	B	1196	193
34	B	1197	193
34	E	1764	193
34	F	1194	193
34	F	1195	193
34	F	1196	193
34	F	1197	193
144	A	1765	194
144	A	1766	194
144	E	1765	194
144	E	1766	194
145	A	1767	194
145	E	1767	194
146	C	1252	194
146	G	1251	194
34	A	1764	194
34	B	1194	194
34	B	1195	194
34	B	1196	194
34	B	1197	194
34	E	1764	194
34	F	1194	194
34	F	1195	194
34	F	1196	194
34	F	1197	194
42	A	421	195
147	A	635	195
42	A	421	196
40	A	635	196
148	A	1501	197
148	B	1502	197
8	A	1450	197
8	A	1451	197
8	B	1452	197
8	B	1453	197
149	A	550	198
149	B	550	198
149	C	550	198
149	D	550	198
149	E	550	198
149	F	550	198
149	G	550	198
149	H	550	198
149	I	550	198
149	J	550	198
149	K	550	198
149	L	550	198
149	M	550	198
149	N	550	198
149	O	550	198
149	P	550	198
2	A	500	198
2	B	500	198
2	C	500	198
2	D	500	198
2	E	500	198
2	F	500	198
2	G	500	198
2	H	500	198
2	I	500	198
2	J	500	198
2	K	500	198
2	L	500	198
2	M	500	198
2	N	500	198
2	O	500	198
2	P	500	198
1	A	1200	199
1	B	2200	199
1	C	3200	199
1	D	4200	199
1	E	5200	199
1	F	6200	199
1	G	7200	199
1	H	8200	199
3	A	1500	200
3	B	1501	200
10	A	361	201
10	A	363	201
10	B	361	201
10	B	362	201
10	B	363	201
10	C	361	201
10	C	362	201
10	C	363	201
10	D	361	201
10	D	362	201
10	D	363	201
10	E	361	201
10	E	362	201
10	E	363	201
10	F	361	201
10	G	362	201
10	G	363	201
10	G	364	201
10	H	361	201
10	H	362	201
10	I	361	201
10	I	362	201
10	J	363	201
10	J	364	201
10	J	366	201
150	B	364	201
150	C	364	201
150	D	364	201
150	I	363	201
150	J	368	201
30	A	350	201
30	B	350	201
30	C	350	201
30	D	350	201
30	E	350	201
30	F	350	201
30	G	350	201
30	H	350	201
30	I	350	201
30	J	350	201
72	A	364	201
72	J	367	201
82	A	360	201
82	B	360	201
82	C	360	201
82	D	360	201
82	E	360	201
82	F	360	201
82	G	360	201
82	H	360	201
82	I	360	201
82	J	360	201
3	A	2000	202
30	A	3000	202
3	A	2000	203
5	A	464	204
5	A	465	204
5	A	467	204
5	A	469	204
5	B	464	204
5	B	465	204
5	B	467	204
5	B	469	204
1	A	500	204
1	B	500	204
2	A	600	204
2	B	600	204
94	A	466	204
94	A	468	204
94	B	466	204
94	B	468	204
5	A	464	205
5	A	465	205
5	A	467	205
5	A	469	205
5	B	464	205
5	B	465	205
5	B	467	205
5	B	469	205
1	A	500	205
1	B	500	205
94	A	466	205
94	A	468	205
94	B	466	205
94	B	468	205
1	A	259	206
130	A	3001	207
130	B	3101	207
130	C	3201	207
130	D	3301	207
2	A	2001	207
2	B	2101	207
2	C	2201	207
2	D	2301	207
130	A	905	208
1	A	904	208
121	A	902	208
121	A	901	208
121	A	903	208
151	A	401	209
151	B	402	209
152	A	410	209
152	B	411	209
126	A	445	210
126	B	445	210
1	A	446	210
1	B	446	210
28	A	803	210
28	B	802	210
126	A	445	211
126	B	445	211
1	A	446	211
1	B	446	211
2	A	818	211
2	B	819	211
126	A	445	212
126	B	445	212
1	A	446	212
1	B	446	212
153	A	7002	213
81	A	5001	213
83	A	6001	213
3	A	201	214
154	A	306	215
10	A	302	215
10	A	303	215
10	A	304	215
10	A	305	215
2	A	301	215
6	A	307	215
10	A	302	216
10	A	303	216
10	A	304	216
10	A	305	216
10	A	306	216
10	A	307	216
10	A	308	216
10	A	309	216
10	A	310	216
10	A	311	216
2	A	301	216
72	A	313	216
72	A	314	216
6	A	312	216
155	A	501	217
3	A	502	217
156	A	901	218
157	A	380	219
1	A	335	220
1	B	334	220
1	A	335	221
1	B	334	221
1	C	337	221
1	D	336	221
131	B	600	222
126	A	556	222
126	B	556	222
1	A	555	222
1	B	555	222
158	C	1262	223
1	D	1319	223
158	C	1262	224
1	D	1319	224
72	D	501	224
158	C	1262	225
1	D	1319	225
158	C	1262	226
1	D	1319	226
158	C	1262	227
1	D	1319	227
159	A	420	228
43	A	410	228
89	A	417	228
43	A	410	229
160	A	801	229
161	A	451	230
161	A	452	230
43	A	410	230
162	A	800	231
162	A	801	231
43	A	410	231
43	A	410	232
160	A	801	232
159	A	420	233
43	A	410	233
89	A	417	233
159	A	420	234
43	A	410	234
159	A	420	235
43	A	410	235
89	A	417	235
30	A	311	236
5	A	201	237
5	B	200	237
5	C	201	237
3	A	200	237
3	B	201	237
3	C	200	237
3	D	200	237
163	B	202	237
30	A	301	238
31	A	303	239
5	A	302	239
3	A	301	239
164	A	601	240
1	A	801	240
1	B	801	240
1	C	801	240
1	D	801	240
71	A	314	241
30	A	313	241
10	A	249	242
10	B	249	242
71	A	251	242
71	B	250	242
2	A	248	242
2	B	248	242
165	A	250	242
10	A	1289	243
10	A	1290	243
10	A	1291	243
10	A	1292	243
10	A	1293	243
30	A	1288	243
30	A	1286	244
166	B	502	245
167	A	501	245
12	A	500	245
12	B	500	245
1	A	499	246
1	B	499	246
1	C	499	246
1	D	499	246
168	A	500	246
168	B	500	246
168	C	500	246
168	D	500	246
10	A	236	247
169	A	235	247
169	B	235	247
8	A	1307	248
170	A	1308	248
8	A	1307	249
170	A	1308	249
8	A	1307	250
170	A	1308	250
5	A	1391	251
71	A	1392	251
30	A	1390	251
1	B	501	252
3	B	502	252
171	A	997	252
171	B	503	252
10	A	998	252
2	A	999	252
140	B	504	252
121	D	101	252
1	B	501	253
3	B	502	253
171	B	503	253
2	A	999	253
121	D	101	253
2	A	2001	254
2	B	1001	254
2	C	3001	254
2	D	4001	254
6	A	5001	254
6	B	5003	254
6	C	5002	254
6	D	5004	254
3	A	149	255
3	B	150	255
3	D	151	255
3	E	152	255
3	F	153	255
3	G	156	255
3	H	154	255
3	I	155	255
3	A	149	256
3	B	150	256
3	C	151	256
3	D	152	256
172	A	450	257
43	A	440	257
173	A	450	258
43	A	440	258
5	A	352	259
149	A	550	259
71	A	353	259
2	A	500	259
174	A	1389	260
174	C	1390	260
5	C	1389	260
175	A	1388	260
175	B	1388	260
175	D	1388	260
121	B	1389	260
121	C	1388	260
121	D	1389	260
28	A	402	261
176	A	406	261
42	A	1	262
177	A	600	262
177	B	600	262
177	C	600	262
178	C	1	262
132	A	581	262
132	A	582	262
142	B	1	262
1	A	1000	263
1	B	1001	263
179	B	502	264
12	A	501	264
180	A	500	264
181	A	1001	265
181	B	2001	265
182	A	1001	266
182	B	2001	266
183	A	1001	267
183	B	2001	267
184	A	201	268
184	B	301	268
185	A	610	269
10	A	410	269
10	A	373	270
30	A	372	270
190	A	502	271
30	A	500	272
30	B	501	272
30	A	400	273
31	E	5663	274
1	C	900	274
1	G	900	274
74	D	907	274
74	D	908	274
74	H	907	274
74	H	908	274
194	B	921	274
194	F	921	274
12	A	426	274
12	A	427	274
195	B	5661	274
195	E	5660	274
